0,0
0.001002152,0.522277021
0.000158326,0.132424293
0.001706542,0.921684964
0.00240768,1.216804571
0.002739798,1.500730928
0.002859553,1.790117407
0.003413083,2.070221679
0.00444634,2.645663962
0.005456113,3.042073801
0.006530073,3.363433433
0.003726397,2.290947121
0.006814219,3.661164799
0.007475659,3.920458559
0.008429815,4.289244098
0.009644911,4.671628672
0.010705489,4.979122807
0.010330161,5.306254131
0.011778486,5.723841481
0.012011252,6.052288835
0.012195763,6.339491265
0.012712391,6.614681426
0.013118313,6.917172199
0.015412947,7.215443786
0.018935412,7.505227365
0.020720128,7.827715835
0.023016253,8.130775371
0.02588641,8.427739838
0.030864827,8.514257956
0.034669089,8.796744827
0.040351999,8.931212746
0.046034909,8.992713578
0.05171782,9.054214409
0.05740073,9.092782727
0.06308364,9.079231697
0.06876655,9.037536218
0.07444946,8.977077773
0.080132371,8.900983524
0.085815281,8.810295857
0.091498191,8.692506129
0.097181101,8.555953435
0.102864011,8.410019259
0.108546921,8.263042696
0.114229832,8.10981181
0.119912742,7.95136899
0.125595652,7.79292617
0.131278562,7.615720384
0.136961472,7.456235177
0.142644382,7.314470549
0.148327293,7.160197276
0.154010203,7.005576542
0.159693113,6.893604326
0.165376023,6.764189501
0.171058933,6.603562632
0.176741843,6.429484007
0.182424754,6.250193447
0.188107664,6.06673334
0.193790574,5.885358006
0.199473484,5.711279381
0.205156394,5.533031209
0.210839305,5.347486327
0.216522215,5.16402622
0.222205125,4.979523725
0.227888035,4.790851683
0.233570945,4.611561123
0.239253855,4.431228176
0.244936766,4.243598521
0.250619676,4.066392735
0.256302586,3.877720693
0.261985496,3.695600797
0.267668406,3.530456918
0.273351316,3.362669843
0.279034227,3.200169159
0.284717137,3.045982753
0.290400047,2.884812353
0.296082957,2.728477471
0.301765867,2.580458521
0.307448777,2.442747619
0.313211169,2.293019867
0.318433924,2.13141528
0.323819434,2.027223216
0.329340897,1.893784653
0.334756268,1.796669554
0.34035402,1.690678781
0.346195892,1.595889277
0.351878802,1.482523902
0.357561713,1.382616902
0.363244623,1.284516705
0.368927533,1.179003979
0.374610443,1.08712915
0.380293353,1.00406249
0.385976264,0.916733626
0.391659174,0.845851311
0.397342084,0.779138545
0.403024994,0.71024173
0.408707904,0.645464825
0.414390814,0.590945504
0.420073725,0.535272112
0.425756635,0.479539155
0.431439545,0.444097998
0.437122455,0.397190584
0.442805365,0.36070704
0.448488275,0.299206209
0.454171186,0.248129247
0.459854096,0.209560929
0.465537006,0.170992611
0.471219916,0.140763388
0.476902826,0.103237457
0.482585736,0.074050622
0.488268647,0.038609465
0.493951557,0.007337856
0.499117839,0.001408899
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
1,0
1.1,0
1.2,0
1.3,0
1.4,0
1.5,0
1.6,0
1.7,0
1.8,0
1.9,0
2,0
2.1,0
2.2,0
2.3,0
2.4,0
2.5,0
2.6,0
2.7,0
2.8,0
2.9,0
3,0
